0.998514116,1.24E-06,0.2,0.666666667,1,0.2,1
0.999009411,1.24E-06,0.4,0.666666667,1,0.2,0.915730337
0.998514116,1.24E-06,0.4,0.666666667,1,0.2,0.617977528
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.556179775
1,1.24E-06,0.4,0.666666667,1,0.2,0.539325843
0.999504705,1.24E-06,0.4,0.333333333,1,0.2,0.539325843
1,1.24E-06,0.4,0.333333333,1,0.2,0.528089888
0.999009411,1.24E-06,0.4,0.333333333,1,0.2,0.505617978
0.999504705,1.24E-06,0.2,0.666666667,1,0.2,0.505617978
0.999504705,1.24E-06,0.2,0.666666667,1,0.2,0.505617978
0.997523526,1.24E-06,0.4,0.333333333,1,0.2,0.494382022
0.997523526,1.24E-06,0.4,0.333333333,1,0.2,0.494382022
0.995542348,1.23E-06,0.4,0.666666667,1,0.2,0.471910112
0.999504705,1.24E-06,0.4,0.333333333,1,0.2,0.449438202
0.999504705,1.24E-06,0.2,0.333333333,1,0.2,0.449438202
0.997523526,1.24E-06,0.4,0.333333333,1,0.2,0.449438202
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.438089888
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.438089888
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.999504705,1.24E-06,0.4,0.666666667,1,0.2,0.426966292
0.998514116,1.24E-06,0.4,0.666666667,1,0.2,0.393258427
0.998018821,1.24E-06,0.4,0.333333333,1,0.2,0.393258427
1,1.24E-06,0.4,0.666666667,1,0.2,0.365842697
0.999009411,1.24E-06,0.4,0.333333333,1,0.2,0.359550562
0.998018821,1.24E-06,0.4,0.666666667,1,0.2,0.359550562
1,1.24E-06,0.4,0.333333333,1,0.2,0.359550562
0.999504705,1.24E-06,0.2,0.333333333,1,0.2,0.348314607
0.999504705,1.24E-06,0.2,0.333333333,1,0.2,0.348314607
1,1.24E-06,0.4,0.333333333,1,0.2,0.348314607
0.999009411,1.24E-06,0.4,0.333333333,1,0.2,0.342696629
0.999009411,1.24E-06,0.4,0.333333333,1,0.2,0.325842697
